id,duration,codec,width,height,bitrate,category,framerate,i,p,b,frames,i_size,p_size,b_size,size,o_codec,o_bitrate,o_framerate,o_width,o_height,umem
12204,274.541,vp8,480,360,139791,Music,30.029198,58,8170,0,8228,802625,3994697,0,4797322,vp8,3000000,24,1920,1080,216820
12205,98.683334,mpeg4,176,144,55552,Entertainment,12,20,1164,0,1184,48267,636993,0,685260,mpeg4,56000,25,1920,1080,217852
12206,250.017,h264,320,240,153059,Sports,29,128,7366,0,7494,856855,3926589,0,4783444,vp8,5000000,12,1920,1080,218664
12207,63.667,h264,640,480,972572,Music,15,33,923,0,956,1259657,6480438,0,7740095,vp8,539000,15,1280,720,219656
12208,340.424,flv,320,240,244491,Comedy,11,69,4012,0,4081,1168939,9234909,0,10403848,h264,820000,29.97,1280,720,297340
12209,448.575,vp8,1280,720,2052426,Education,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,vp8,109000,24,1920,1080,217080
12210,69.933,flv,320,240,272898,Entertainment,15,37,1013,0,1050,349781,2035796,0,2385577,h264,820000,12,640,480,219656
12211,290.01666,mpeg4,176,144,52783,Comedy,12,61,3417,0,3478,119325,1794184,0,1913509,vp8,5000000,29.97,1920,1080,135664
12212,63.667,h264,640,480,972572,Gaming,15,33,923,0,956,1259657,6480438,0,7740095,h264,3000000,29.97,1280,720,327324
12213,157.891,h264,480,360,406908,Pets & Animals,29,87,4646,0,4733,1776729,6254165,0,8030894,h264,820000,12,1920,1080,653828
12214,39.055,h264,1920,1080,5992818,Pets & Animals,30,26,1144,0,1170,839251,28416939,0,29256190,h264,3000000,29.97,1280,720,378456
12215,39.055,h264,1920,1080,5992818,People & Blogs,30,26,1144,0,1170,839251,28416939,0,29256190,vp8,5000000,12,320,240,215940
12216,290.01666,mpeg4,176,144,52783,Travel & Events,12,61,3417,0,3478,119325,1794184,0,1913509,h264,5000000,12,1280,720,311980
12217,384.451,h264,640,480,646432,People & Blogs,29,205,11318,0,11523,2839955,28225248,0,31065203,vp8,56000,24,1920,1080,217568
12218,270.655,vp8,640,480,652967,Music,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,h264,820000,12,640,480,219480
12219,39.055,h264,1920,1080,5992818,Autos & Vehicles,30,26,1144,0,1170,839251,28416939,0,29256190,vp8,820000,15,320,240,215940
12220,1140.349,vp8,1280,720,2394626,Nonprofits & Activis,30.007017,328,33880,0,34208,20478926,320859863,0,341338789,h264,109000,12,640,480,219480
12221,458.625,h264,640,480,517364,Film & Animation,29,245,13501,0,13746,5308581,24350943,0,29659524,vp8,3000000,25,1280,720,216820
12222,63.667,h264,640,480,972572,Gaming,15,33,923,0,956,1259657,6480438,0,7740095,h264,539000,15,640,480,219656
12223,290.01666,mpeg4,176,144,52783,Music,12,61,3417,0,3478,119325,1794184,0,1913509,h264,242000,24,640,480,139612
12224,107.443,vp8,480,360,320011,Gaming,30.093458,30,3190,0,3220,671936,3625932,0,4297868,vp8,3000000,24,1920,1080,216820
12225,490.6,h264,480,360,300437,People & Blogs,25,256,12010,0,12266,1448177,16976151,0,18424328,vp8,5000000,12,1920,1080,219480
12226,250.017,h264,320,240,153059,Music,29,128,7366,0,7494,856855,3926589,0,4783444,vp8,56000,12,1920,1080,218664
12227,59.883,vp8,1280,720,994960,People & Blogs,30.38983,13,1780,0,1793,481774,6965881,0,7447655,vp8,820000,12,1920,1080,155028
12228,326.583,vp8,640,480,1055982,Music,25.039877,102,8061,0,8163,1868804,41239444,0,43108248,h264,539000,25,1280,720,319444
12229,426.945,h264,1280,720,1064703,Entertainment,29,228,12567,0,12795,11297544,45523691,0,56821235,h264,539000,25,640,480,219480
12230,273.816,vp8,1920,1080,1571003,Autos & Vehicles,25.065933,77,6766,0,6843,6190779,47579961,0,53770740,h264,242000,29.97,320,240,219656
12231,63.667,h264,640,480,972572,Music,15,33,923,0,956,1259657,6480438,0,7740095,vp8,109000,24,640,480,219656
12232,860.056,vp8,1280,720,2688309,People & Blogs,29.968605,277,25496,0,25773,12989828,276022270,0,289012098,vp8,109000,15,1920,1080,261800
12233,39.055,h264,1920,1080,5992818,People & Blogs,30,26,1144,0,1170,839251,28416939,0,29256190,h264,109000,25,1920,1080,675256
12234,476.957,vp8,1280,720,1387100,Comedy,30.05252,105,14200,0,14305,3487520,79210885,0,82698405,h264,56000,15,1280,720,322892
12235,39.055,h264,1920,1080,5992818,Film & Animation,30,26,1144,0,1170,839251,28416939,0,29256190,vp8,56000,12,480,360,215848
12236,131.76,vp8,640,480,104723,Education,25.145039,37,3257,0,3294,945865,778937,0,1724802,h264,3000000,15,1280,720,322328
12237,256.20834,mpeg4,176,144,57565,Entertainment,12,56,3018,0,3074,302900,1540700,0,1843600,h264,820000,29.97,640,480,219480
12238,581.233,h264,480,360,295979,Education,30,310,17128,0,17438,10151572,11352574,0,21504146,h264,5000000,24,1920,1080,651408
12239,163.897,flv,320,240,267032,People & Blogs,29,87,4826,0,4913,824159,4646573,0,5470732,h264,5000000,24,480,360,219656
12240,59.883,vp8,1280,720,994960,Education,30.38983,13,1780,0,1793,481774,6965881,0,7447655,mpeg4,242000,29.97,1920,1080,155028
12241,39.055,h264,1920,1080,5992818,People & Blogs,30,26,1144,0,1170,839251,28416939,0,29256190,h264,820000,15,640,480,216020
12242,326.58832,h264,1920,1080,5999648,Film & Animation,23,174,7656,0,7830,16603953,228322925,0,244926878,h264,539000,25,1280,720,391704
12243,43.827,flv,320,240,272273,People & Blogs,25,23,1081,0,1104,137210,1354404,0,1491614,h264,5000000,24,480,360,218932
12244,203.198,flv,320,240,239336,People & Blogs,29,104,5974,0,6078,853613,5225468,0,6079081,h264,56000,12,1920,1080,609272
12245,395.44,vp8,1280,720,1611942,Pets & Animals,25.027847,80,9806,0,9886,5073258,74605061,0,79678319,vp8,820000,29.97,1920,1080,221160
12246,98.683334,mpeg4,176,144,55552,Entertainment,12,20,1164,0,1184,48267,636993,0,685260,h264,820000,25,1280,720,311824
12247,52.68,h264,480,360,372001,People & Blogs,25,53,1265,0,1318,870136,1579497,0,2449633,h264,820000,24,640,480,155028
12248,69.933,flv,320,240,272898,Autos & Vehicles,15,37,1013,0,1050,349781,2035796,0,2385577,vp8,5000000,15,640,480,219656
12249,273.816,vp8,1920,1080,1571003,Entertainment,25.065933,77,6766,0,6843,6190779,47579961,0,53770740,h264,3000000,15,1280,720,353840
12250,256.20834,mpeg4,176,144,57565,Sports,12,56,3018,0,3074,302900,1540700,0,1843600,h264,3000000,29.97,1920,1080,665192
12251,448.575,vp8,1280,720,2052426,People & Blogs,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,vp8,5000000,24,1920,1080,217080
12252,106.765,h264,1280,720,849586,Autos & Vehicles,25,66,2603,0,2669,4427240,6911026,0,11338266,h264,242000,24,640,480,219480
12253,273.816,vp8,1920,1080,1571003,Entertainment,25.065933,77,6766,0,6843,6190779,47579961,0,53770740,h264,3000000,29.97,1920,1080,651572
12254,189.956,flv,320,240,231296,People & Blogs,29,97,5597,0,5694,580292,4911734,0,5492026,h264,820000,25,480,360,218664
12255,906.5983,mpeg4,176,144,56108,People & Blogs,12,187,10692,0,10879,597549,5760936,0,6358485,h264,820000,24,640,480,165668
12256,250.017,h264,320,240,153059,Sports,29,128,7366,0,7494,856855,3926589,0,4783444,h264,820000,12,640,480,218932
12257,39.055,h264,1920,1080,5992818,Comedy,30,26,1144,0,1170,839251,28416939,0,29256190,mpeg4,3000000,29.97,320,240,215848
12258,43.827,flv,320,240,272273,People & Blogs,25,23,1081,0,1104,137210,1354404,0,1491614,h264,109000,24,1280,720,296788
12259,52.68,h264,480,360,372001,Entertainment,25,53,1265,0,1318,870136,1579497,0,2449633,h264,820000,25,1280,720,322404
12260,49.178333,mpeg4,176,144,54338,People & Blogs,7,10,334,0,344,33046,300986,0,334032,mpeg4,820000,29.97,1920,1080,221160
12261,189.956,flv,320,240,231296,News & Politics,29,97,5597,0,5694,580292,4911734,0,5492026,h264,820000,24,480,360,218664
12262,290.01666,mpeg4,176,144,52783,Education,12,61,3417,0,3478,119325,1794184,0,1913509,vp8,820000,15,1920,1080,133404
12263,167.39166,h264,1280,720,2207484,Travel & Events,24,86,3931,0,4017,4369420,41819887,0,46189307,mpeg4,5000000,15,1920,1080,219656
12264,143.03334,mpeg4,176,144,51082,Science & Technology,12,31,1685,0,1716,56405,856907,0,913312,h264,539000,24,1280,720,303424
12265,189.956,flv,320,240,231296,Pets & Animals,29,97,5597,0,5694,580292,4911734,0,5492026,mpeg4,56000,29.97,1920,1080,218192
12266,385.052,vp8,1280,720,441862,People & Blogs,23.979221,77,9155,0,9232,16244376,5023129,0,21267505,vp8,539000,29.97,1920,1080,219480
12267,645.84,vp8,320,240,95903,Science & Technology,25.032558,138,16008,0,16146,1081321,6660941,0,7742262,vp8,3000000,25,1280,720,219200
12268,254.922,vp8,480,360,260667,Comedy,30.062992,51,7585,0,7636,918325,7387906,0,8306231,vp8,242000,25,1920,1080,221160
12269,452.689,vp8,320,240,66680,Travel & Events,5.7057524,42,2537,0,2579,207037,3566163,0,3773200,vp8,109000,12,1280,720,247908
12270,37.011665,h264,1280,720,2759449,Entertainment,29,21,1088,0,1109,1899633,10866846,0,12766479,vp8,5000000,15,1280,720,219480
12271,339.667,h264,640,480,257699,People & Blogs,30,181,10010,0,10191,10121223,820261,0,10941484,vp8,539000,25,1920,1080,219480
12272,292.092,h264,480,360,480125,Comedy,29,156,8599,0,8755,2375028,15155062,0,17530090,vp8,242000,25,1920,1080,219480
12273,490.6,h264,480,360,300437,People & Blogs,25,256,12010,0,12266,1448177,16976151,0,18424328,h264,820000,15,1280,720,328464
12274,95.462,h264,640,480,809256,Entertainment,29,51,2811,0,2862,886496,8770159,0,9656655,h264,539000,25,1920,1080,676048
12275,42.2,h264,480,360,288705,Sports,25,23,1033,0,1056,216154,1306770,0,1522924,h264,539000,15,1920,1080,662608
12276,1768.9417,mpeg4,176,144,56152,People & Blogs,12,354,20873,0,21227,1382103,11034284,0,12416387,vp8,56000,29.97,1920,1080,221160
12277,157.80167,h264,1280,720,2885589,Music,25,72,3873,0,3945,5611970,51306874,0,56918844,vp8,242000,24,640,480,216020
12278,304.927,vp8,320,240,134334,Entertainment,25.075659,82,7541,0,7623,833754,4286526,0,5120280,vp8,242000,12,1920,1080,216820
12279,1768.9417,mpeg4,176,144,56152,Entertainment,12,354,20873,0,21227,1382103,11034284,0,12416387,h264,820000,24,1280,720,305400
12280,1140.349,vp8,1280,720,2394626,Shows,30.007017,328,33880,0,34208,20478926,320859863,0,341338789,vp8,56000,29.97,480,360,219480
12281,157.80167,h264,1280,720,2885589,Music,25,72,3873,0,3945,5611970,51306874,0,56918844,h264,539000,24,640,480,216064
12282,448.575,vp8,1280,720,2052426,People & Blogs,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,h264,56000,29.97,1920,1080,657160
12283,256.20834,mpeg4,176,144,57565,Entertainment,12,56,3018,0,3074,302900,1540700,0,1843600,h264,3000000,12,1280,720,325232
12284,458.625,h264,640,480,517364,People & Blogs,29,245,13501,0,13746,5308581,24350943,0,29659524,vp8,539000,24,1280,720,216820
12285,282.56,h264,640,480,559834,Howto & Style,25,145,6920,0,7065,4966509,14806840,0,19773349,h264,820000,29.97,1920,1080,668784
12286,157.891,h264,480,360,406908,Film & Animation,29,87,4646,0,4733,1776729,6254165,0,8030894,h264,242000,12,1280,720,326084
12287,52.68,h264,480,360,372001,Entertainment,25,53,1265,0,1318,870136,1579497,0,2449633,vp8,5000000,12,1280,720,140080
12288,216.55,h264,320,240,291150,Comedy,29,112,6379,0,6491,1789334,6091735,0,7881069,mpeg4,5000000,24,1920,1080,187684
12289,42.2,h264,480,360,288705,Sports,25,23,1033,0,1056,216154,1306770,0,1522924,h264,3000000,25,1920,1080,665260
12290,239.14166,h264,480,360,500198,Music,25,110,5868,0,5978,1406751,13545526,0,14952277,h264,820000,15,1920,1080,675484
12291,448.575,vp8,1280,720,2052426,Entertainment,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,h264,109000,24,1920,1080,657012
12292,222.53334,h264,480,360,500449,Education,30,219,6457,0,6676,2821722,11099102,0,13920824,vp8,56000,15,1280,720,217336
12293,39.055,h264,1920,1080,5992818,Entertainment,30,26,1144,0,1170,839251,28416939,0,29256190,h264,56000,25,640,480,216020
12294,37.011665,h264,1280,720,2759449,People & Blogs,29,21,1088,0,1109,1899633,10866846,0,12766479,vp8,109000,15,480,360,219480
12295,67.583336,mpeg4,176,144,51225,People & Blogs,12,15,777,0,792,47585,385164,0,432749,vp8,109000,12,1920,1080,219480
12296,311.1,mpeg4,176,144,56416,Entertainment,12,113,3620,0,3733,127552,2066350,0,2193902,vp8,539000,25,1920,1080,221160
12297,37.011665,h264,1280,720,2759449,People & Blogs,29,21,1088,0,1109,1899633,10866846,0,12766479,h264,5000000,29.97,176,144,219480
12298,39.055,h264,1920,1080,5992818,Travel & Events,30,26,1144,0,1170,839251,28416939,0,29256190,mpeg4,242000,15,1920,1080,215848
12299,52.68,h264,480,360,372001,People & Blogs,25,53,1265,0,1318,870136,1579497,0,2449633,h264,539000,29.97,480,360,155028
12300,131.76,vp8,640,480,104723,Entertainment,25.145039,37,3257,0,3294,945865,778937,0,1724802,vp8,56000,25,1280,720,221152
12301,1140.349,vp8,1280,720,2394626,Music,30.007017,328,33880,0,34208,20478926,320859863,0,341338789,h264,242000,24,480,360,219480
12302,130.35667,mpeg4,176,144,54590,Gaming,12,27,1537,0,1564,64483,825054,0,889537,vp8,242000,29.97,1280,720,45080
12303,476.957,vp8,1280,720,1387100,Sports,30.05252,105,14200,0,14305,3487520,79210885,0,82698405,h264,820000,12,1920,1080,669596
12304,33.09,h264,320,240,279173,Gaming,13,22,434,0,456,101794,1052937,0,1154731,h264,5000000,29.97,1280,720,318128
12305,98.683334,mpeg4,176,144,55552,Gaming,12,20,1164,0,1184,48267,636993,0,685260,h264,539000,24,1920,1080,635752
12306,69.933,flv,320,240,272898,People & Blogs,15,37,1013,0,1050,349781,2035796,0,2385577,mpeg4,5000000,25,1920,1080,219656
12307,37.011665,h264,1280,720,2759449,Music,29,21,1088,0,1109,1899633,10866846,0,12766479,vp8,5000000,25,640,480,219480
12308,274.541,vp8,480,360,139791,Music,30.029198,58,8170,0,8228,802625,3994697,0,4797322,vp8,242000,24,1920,1080,216820
12309,476.957,vp8,1280,720,1387100,Science & Technology,30.05252,105,14200,0,14305,3487520,79210885,0,82698405,vp8,5000000,12,1920,1080,165700
12310,448.575,vp8,1280,720,2052426,Music,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,vp8,5000000,24,1280,720,217080
12311,59.883,vp8,1280,720,994960,People & Blogs,30.38983,13,1780,0,1793,481774,6965881,0,7447655,vp8,539000,29.97,640,480,155028
12312,255.28,flv,320,240,250276,Education,25,110,6272,0,6382,611474,7374864,0,7986338,vp8,3000000,12,1920,1080,216820
12313,250.017,h264,320,240,153059,Autos & Vehicles,29,128,7366,0,7494,856855,3926589,0,4783444,h264,242000,12,1920,1080,641280
12314,204.938,h264,480,360,297373,Music,16,111,3169,0,3280,1451634,6166260,0,7617894,vp8,539000,15,1280,720,83372
12315,384.451,h264,640,480,646432,Shows,29,205,11318,0,11523,2839955,28225248,0,31065203,vp8,5000000,25,640,480,217828
12316,473,h264,320,240,164017,Entertainment,25,198,10924,704,11826,1419320,8047423,0,9697521,h264,820000,25,1280,720,318716
12317,203.198,flv,320,240,239336,People & Blogs,29,104,5974,0,6078,853613,5225468,0,6079081,vp8,242000,29.97,1920,1080,221160
12318,110.966995,h264,480,360,397112,Autos & Vehicles,30,59,3271,0,3330,529627,4978664,0,5508291,h264,539000,24,480,360,216820
12319,273.816,vp8,1920,1080,1571003,Gaming,25.065933,77,6766,0,6843,6190779,47579961,0,53770740,h264,3000000,25,1280,720,357132
12320,290.01666,mpeg4,176,144,52783,Gaming,12,61,3417,0,3478,119325,1794184,0,1913509,h264,242000,29.97,1920,1080,632168
12321,458.625,h264,640,480,517364,People & Blogs,29,245,13501,0,13746,5308581,24350943,0,29659524,h264,242000,29.97,1920,1080,679788
12322,273.816,vp8,1920,1080,1571003,Film & Animation,25.065933,77,6766,0,6843,6190779,47579961,0,53770740,h264,3000000,12,1920,1080,650880
12323,473,h264,320,240,164017,Science & Technology,25,198,10924,704,11826,1419320,8047423,0,9697521,mpeg4,56000,25,1920,1080,219656
12324,286.995,h264,480,360,508160,People & Blogs,23,156,6726,0,6882,2285153,15944803,0,18229956,h264,109000,29.97,640,480,216820
12325,63.667,h264,640,480,972572,News & Politics,15,33,923,0,956,1259657,6480438,0,7740095,mpeg4,3000000,24,1920,1080,219656
12326,74.535,mpeg4,176,144,55305,Comedy,12,15,879,0,894,23996,491276,0,515272,h264,109000,12,1280,720,310244
12327,34.168,vp8,480,360,186895,Howto & Style,30.029411,16,1005,0,1021,238485,559745,0,798230,h264,3000000,24,1920,1080,636024
12328,906.5983,mpeg4,176,144,56108,Entertainment,12,187,10692,0,10879,597549,5760936,0,6358485,mpeg4,820000,24,1920,1080,165668
12329,326.58832,h264,1920,1080,5999648,People & Blogs,23,174,7656,0,7830,16603953,228322925,0,244926878,vp8,3000000,25,1280,720,218932
12330,33.09,h264,320,240,279173,Gaming,13,22,434,0,456,101794,1052937,0,1154731,mpeg4,109000,29.97,1280,720,219480
12331,379.32,h264,480,360,181960,People & Blogs,25,195,9289,0,9484,3392479,5235193,0,8627672,h264,56000,15,1920,1080,651800
12332,63.667,h264,640,480,972572,Education,15,33,923,0,956,1259657,6480438,0,7740095,vp8,5000000,25,1920,1080,219656
12333,110.966995,h264,480,360,397112,Science & Technology,30,59,3271,0,3330,529627,4978664,0,5508291,mpeg4,820000,25,1920,1080,216820
12334,476.957,vp8,1280,720,1387100,Autos & Vehicles,30.05252,105,14200,0,14305,3487520,79210885,0,82698405,h264,56000,29.97,640,480,165700
12335,311.1,mpeg4,176,144,56416,Pets & Animals,12,113,3620,0,3733,127552,2066350,0,2193902,vp8,242000,24,1920,1080,221160
12336,316.95166,mpeg4,176,144,55396,Music,12,64,3739,0,3803,111850,2082902,0,2194752,h264,539000,29.97,640,480,165700
12337,458.625,h264,640,480,517364,Comedy,29,245,13501,0,13746,5308581,24350943,0,29659524,vp8,242000,29.97,1280,720,216820
12338,39.055,h264,1920,1080,5992818,Entertainment,30,26,1144,0,1170,839251,28416939,0,29256190,h264,109000,25,480,360,216020
12339,395.44,vp8,1280,720,1611942,Education,25.027847,80,9806,0,9886,5073258,74605061,0,79678319,h264,242000,24,1280,720,314864
12340,384.451,h264,640,480,646432,People & Blogs,29,205,11318,0,11523,2839955,28225248,0,31065203,h264,56000,12,1280,720,338048
12341,127.221664,h264,1920,1080,3080852,Education,23,70,2980,0,3050,3818903,45174992,0,48993895,mpeg4,56000,24,1280,720,217348
12342,216.55,h264,320,240,291150,News & Politics,29,112,6379,0,6491,1789334,6091735,0,7881069,vp8,56000,12,1920,1080,188616
12343,316.95166,mpeg4,176,144,55396,People & Blogs,12,64,3739,0,3803,111850,2082902,0,2194752,h264,539000,15,1280,720,317492
12344,282.56,h264,640,480,559834,People & Blogs,25,145,6920,0,7065,4966509,14806840,0,19773349,h264,5000000,29.97,1920,1080,671004
12345,273.816,vp8,1920,1080,1571003,Sports,25.065933,77,6766,0,6843,6190779,47579961,0,53770740,vp8,242000,12,1920,1080,219656
12346,167.39166,h264,1280,720,2207484,People & Blogs,24,86,3931,0,4017,4369420,41819887,0,46189307,h264,820000,12,1920,1080,687760
12347,714.371,vp8,1280,720,652356,Gaming,29.981792,143,21264,0,21407,14532530,43720516,0,58253046,h264,242000,12,1280,720,327568
12348,69.933,flv,320,240,272898,Entertainment,15,37,1013,0,1050,349781,2035796,0,2385577,mpeg4,820000,29.97,1920,1080,219656
12349,69.93833,mpeg4,176,144,56717,Entertainment,12,14,825,0,839,47521,448322,0,495843,h264,5000000,25,640,480,221152
12350,80.536,h264,480,360,690041,Education,29,43,2374,0,2417,618732,6327913,0,6946645,vp8,242000,12,1280,720,219480
12351,282.56,h264,640,480,559834,Education,25,145,6920,0,7065,4966509,14806840,0,19773349,h264,3000000,25,1280,720,333940
12352,37.011665,h264,1280,720,2759449,Gaming,29,21,1088,0,1109,1899633,10866846,0,12766479,vp8,820000,15,1280,720,219480
12353,216.55,h264,320,240,291150,People & Blogs,29,112,6379,0,6491,1789334,6091735,0,7881069,mpeg4,242000,29.97,1920,1080,181328
12354,43.827,flv,320,240,272273,Music,25,23,1081,0,1104,137210,1354404,0,1491614,mpeg4,820000,29.97,1920,1080,218932
12355,189.956,flv,320,240,231296,People & Blogs,29,97,5597,0,5694,580292,4911734,0,5492026,h264,242000,29.97,640,480,218664
12356,143.03334,mpeg4,176,144,51082,People & Blogs,12,31,1685,0,1716,56405,856907,0,913312,h264,3000000,29.97,480,360,219656
12357,67.583336,mpeg4,176,144,51225,Entertainment,12,15,777,0,792,47585,385164,0,432749,vp8,242000,15,1920,1080,219480
12358,326.583,vp8,640,480,1055982,Travel & Events,25.039877,102,8061,0,8163,1868804,41239444,0,43108248,vp8,109000,24,1920,1080,212772
12359,270.655,vp8,640,480,652967,Music,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,vp8,56000,29.97,1920,1080,219480
